session_id,user_email,page_visited,visit_timestamp,time_spent_seconds
S17235,james@wood.com,/products/category/electronics,2024-11-18 22:36:08,181
S17147,james@wood.com,/login,2024-09-10 05:41:06,84
S17103,james@wood.com,/blog,2025-04-01 22:06:16,413
S17105,james@wood.com,/support,2024-08-18 23:16:59,442
S17243,james@wood.com,/cart,2025-04-18 09:39:08,100
S17107,adam.freeman24@gmail.com,/support,2024-07-24 02:53:37,252
S17051,adam.freeman24@gmail.com,/login,2024-07-10 17:48:00,102
S17023,adam.freeman24@gmail.com,/about-us,2024-08-09 04:58:26,408
S17079,adam.freeman24@gmail.com,/products,2024-07-09 01:26:09,418
S17111,steven@miller-fernandez.org,/checkout,2024-09-05 19:09:20,187
S17039,steven@miller-fernandez.org,/account/orders,2025-01-30 21:35:21,157
S17332,steven@miller-fernandez.org,/contact-us,2025-05-07 10:01:57,535
S17212,steven@miller-fernandez.org,/homepage,2025-04-02 11:54:13,332
S17115,sue06@example.net,/search?q=however+will,2024-10-28 05:20:30,419
S17112,sue06@example.net,/support,2025-05-05 23:00:00,307
S17117,cjones@hotmail.com,/products,2025-01-11 04:07:52,582
S17167,cjones@hotmail.com,/blog,2024-07-29 02:25:37,510
S17119,,/contact-us,2024-09-25 14:40:15,124
S17120,alexander.kerr@gmail.com,/account/orders,2024-06-25 17:47:09,563
S17121,laurie.campbell86@gmail.com,/blog,2024-08-04 05:48:23,228
S17198,laurie.campbell86@gmail.com,/blog,2024-11-05 11:10:45,159
S17227,laurie.campbell86@gmail.com,/blog,2024-06-12 00:09:58,226
S17084,laurie.campbell86@gmail.com,/account/orders,2024-06-14 20:12:30,515
S17125,brittney10@example.net,/cart,2024-07-02 07:14:24,39
S17283,brittney10@example.net,/account/profile,2024-12-02 05:15:23,508
S17087,brittney10@example.net,/signup,2024-11-18 02:43:04,596
S17063,brittney10@example.net,/cart,2025-01-14 13:06:42,423
S17127,brittney10@example.net,/contact-us,2024-10-19 15:55:30,128
S17031,BRITTNEY10@EXAMPLE.NET,/blog/article/113,2024-12-21 08:35:30,89
S17131,adamtran@example.net,/contact-us,2024-07-21 01:06:08,14
S17077,adamtran@example.net,/contact-us,2024-10-05 11:34:48,597
S17099,adamtran@example.net,/contact-us,2024-07-08 04:43:31,123
S17216,adamtran@example.net,/account/orders,2025-02-16 23:29:21,185
S17135,valerie.ramsey4@gmail.com,/account/orders,2024-07-12 11:20:03,306
S17079,valerie.ramsey4@gmail.com,/search?q=center+soldier,2024-11-03 06:33:11,407
S17137,randall23@rojaskevin@example.com,/products/category/electronics,2024-05-21 13:00:43,245
S17138,victoria@wright.com,/about-us,2024-10-04 17:30:20,90
S17103,victoria@wright.com,/search?q=event+move,2024-11-12 11:16:29,539
S17053,victoria@wright.com,/blog,2024-10-22 18:15:20,65
S17083,victoria@wright.com,/products/category/books,2025-04-30 00:36:50,386
S17139,victoria@wright.com,/account/orders,2025-03-21 16:32:30,551
S17199,victoria@wright.com,/cart,2024-11-08 02:35:54,478
S17142,victoria@wright.com,/products/category/electronics,2025-02-17 12:08:08,297
S17412,victoria@wright.com,/search?q=he+put,2024-10-10 02:30:05,551
S17143,victoria@wright.com,/account/orders,2024-06-25 04:46:52,409
S17147,patricia_santiago@gmail.com,/products/category/electronics,2025-04-18 23:10:35,82
S17075,patricia_santiago@gmail.com,/about-us,2025-05-08 22:44:55,444
S17149,patricia_santiago@gmail.com,/login,2025-01-27 07:10:24,264
S17102,patricia_santiago@gmail.com,/cart,2024-08-13 01:47:53,60
S17151,peter_pan@example.com,/about-us,2024-08-19 20:20:50,403
S17152,pamela.miller87@hotmail.com,/products/category/books,2024-07-31 23:53:59,316
S17153,joseph.taylor24@hotmail.com,/products/category/electronics,2025-02-08 02:27:16,550
S17277,joseph.taylor24@hotmail.com,/blog,2025-02-24 19:38:05,385
S17155,gina.gonzalez95@hotmail.com,/signup,2024-11-22 12:56:41,233
S17156,stephanie70@example.com,/login,2024-08-22 10:06:31,455
S17061,stephanie70@example.com,/search?q=the+voice,2025-02-22 00:47:10,588
S17081,stephanie70@example.com,/search?q=share+officer,2024-06-19 22:03:00,566
S17159,,/about-us,2024-12-10 21:40:38,18
S17160,daniel@grant.net,/support,2025-01-11 04:08:05,215
S17095,daniel@grant.net,/cart,2024-07-23 00:19:18,586
S17227,daniel@grant.net,/login,2024-05-23 15:01:29,80
S17097,daniel@grant.net,/blog/article/422,2024-05-23 22:19:54,268
S17163,daniel@grant.net,/products/category/electronics,2024-07-17 11:43:54,523
S17165,donna.martin88@hotmail.com,/products/category/electronics,2025-04-16 04:32:24,336
S17099,donna.martin88@hotmail.com,/about-us,2025-01-14 06:55:15,155
S17167,donna.martin88@hotmail.com,/faq,2024-11-25 09:37:19,538
S17168,donna.martin88@hotmail.com,/support,2025-03-05 22:48:55,135
S17169,donna.martin88@hotmail.com,/products/category/electronics,2025-04-11 05:02:24,465
S17167,donna.martin88@hotmail.com,/products/category/electronics,2024-08-15 05:17:10,388
S17171,donna.martin88@hotmail.com,/contact-us,2025-01-28 04:28:18,453
S17172,donna.martin88@hotmail.com,/products/category/electronics,2025-04-14 02:32:00,252
S17120,donna.martin88@hotmail.com,/products/item/4593,2024-11-27 12:57:09,510
S17172,donna.martin88@hotmail.com,/about-us,2024-09-11 11:40:27,85
S17227,donna.martin88@hotmail.com,/products/category/books,2024-07-09 07:00:24,404
S17383,donna.martin88@hotmail.com,/signup,2025-01-15 06:45:08,379
S17177,,/login,2024-07-09 10:00:11,91
S17178,jordan.hall@hotmail.com,/checkout,2024-11-06 14:58:57,422
S17179,cynthia.schwartz@hotmail.com,/support,2024-09-07 19:20:32,453
S17180,elizabeth25@bbrown@example.com,/blog/article/422,2025-03-19 11:23:17,574
S17181,angelasmith@example.org,/login,2025-04-20 12:55:52,476
S17182,KAREN23@ZJACKSON@EXAMPLE.ORG,/products/category/electronics,2024-10-15 02:40:32,434
S17255,karen23@zjackson@example.org,/signup,2024-10-27 08:37:25,519
S17255,karen23@zjackson@example.org,/signup,2024-08-25 16:38:32,442
S17327,karen23@zjackson@example.org,/about-us,2024-07-29 18:09:03,95
S17186,dmann@example.net,/account/orders,2024-10-20 17:27:26,430
S17187,natalie.scott83@gmail.com,/signup,2025-01-21 10:56:35,328
S17113,natalie.scott83@gmail.com,/products/category/electronics,2024-10-13 17:40:59,109
S17099,natalie.scott83@gmail.com,/account/profile,2024-08-13 00:14:10,430
S17077,natalie.scott83@gmail.com,/faq,2024-07-20 05:25:54,266
S17191,amanda.simon15@hotmail.com,/support,2025-02-18 07:26:53,174
S17191,amanda.simon15@hotmail.com,/search?q=together+front,2024-07-28 11:35:37,536
S17419,amanda.simon15@hotmail.com,/contact-us,2025-03-07 19:01:04,116
S17532,amanda.simon15@hotmail.com,/login,2024-09-12 14:28:02,272
S17195,steven.ortiz69@gmail.com,/checkout,2025-03-26 12:03:23,501
S17192,steven.ortiz69@gmail.com,/about-us,2024-09-26 13:07:57,72
S17138,steven.ortiz69@gmail.com,/search?q=two+source,2024-09-22 07:38:01,77
S17198,sonya@anderson-clark.com,/cart,2025-03-18 02:20:33,151
S17431,sonya@anderson-clark.com,/search?q=since+happen,2024-11-05 19:14:11,556
S17083,sonya@anderson-clark.com,/checkout,2024-10-11 20:39:39,268
S17201,,/search?q=idea+same,2025-03-04 09:01:35,505
S17202,corey_webb31@yahoo.com,/checkout,2025-02-06 21:18:17,465
S17203,corey_webb31@yahoo.com,/search?q=choose+official,2025-01-09 09:38:59,446
S17321,corey_webb31@yahoo.com,/login,2025-03-11 05:58:32,123
S17205,wthompson@gmail.com,/search?q=ten+ahead,2024-05-31 16:43:19,577
S17262,WTHOMPSON@GMAIL.COM,/homepage,2024-10-05 16:38:44,274
S17207,david.gould54@gmail.com,/faq,2024-07-02 23:43:24,559
S17111,david.gould54@gmail.com,/account/profile,2024-06-01 10:39:29,497
S17207,david.gould54@gmail.com,/checkout,2024-08-29 18:25:17,444
S17087,david.gould54@gmail.com,/support,2025-04-11 01:03:29,466
S17211,ashley.scott@hotmail.com,/login,2024-11-27 20:15:27,149
S17212,deborah_griffin@yahoo.com,/blog/article/331,2025-02-18 12:24:32,416
S17213,joshua.flores@gmail.com,/products,2025-03-13 19:55:33,209
S17213,joshua.flores@gmail.com,/signup,2024-09-28 01:22:07,521
S17153,joshua.flores@gmail.com,/signup,2024-06-13 12:18:22,403
S17463,joshua.flores@gmail.com,/products/item/4041,2024-06-14 08:49:47,363
S17217,kathleen_armstrong@hotmail.com,/products/item/3127,2025-03-30 13:49:14,500
S17216,kathleen_armstrong@hotmail.com,/faq,2024-11-09 21:19:00,90
S17219,afrank@gmail.com,/cart,2024-06-26 01:03:10,176
S17217,afrank@gmail.com,/homepage,2024-10-04 07:24:24,12
S17475,afrank@gmail.com,/products/category/electronics,2025-03-31 19:57:05,203
S17475,afrank@gmail.com,/faq,2025-01-09 20:51:42,247
S17223,tanya_herring@yahoo.com,/homepage,2025-05-08 23:14:40,35
S17287,tanya_herring@yahoo.com,/search?q=today+sister,2025-01-29 14:58:28,220
S17223,tanya_herring@yahoo.com,/about-us,2024-12-23 03:14:50,595
S17612,tanya_herring@yahoo.com,/cart,2024-10-17 06:36:29,578
S17227,sarah.howard@yahoo.com,/login,2024-08-26 19:55:58,540
S17487,sarah.howard@yahoo.com,/contact-us,2024-09-18 17:31:07,344
S17229,joseph.harrison@hotmail.com,/products/category/electronics,2025-04-19 14:53:34,320
S17227,joseph.harrison@hotmail.com,/about-us,2025-01-01 05:27:48,185
S17231,leonard.roberts92@yahoo.com,/faq,2024-11-22 01:00:19,92
S17627,leonard.roberts92@yahoo.com,/products,2024-07-24 00:46:48,52
S17073,leonard.roberts92@yahoo.com,/search?q=use+offer,2025-02-07 10:51:50,535
S17231,leonard.roberts92@yahoo.com,/faq,2024-08-12 01:42:23,562
S17369,leonard.roberts92@yahoo.com,/homepage,2025-04-01 05:56:22,14
S17302,leonard.roberts92@yahoo.com,/blog,2024-05-26 06:15:33,296
S17237,jose.joseph70@hotmail.com,/account/profile,2024-07-19 19:25:43,490
S17642,JOSE.JOSEPH70@HOTMAIL.COM,/search?q=reason+politics,2024-12-17 02:05:31,312
S17327,jose.joseph70@hotmail.com,/signup,2025-04-16 01:17:52,204
S17240,michael@ward.org,/checkout,2024-12-20 01:29:07,381
S17240,michael@ward.org,/signup,2024-11-29 21:10:09,81
S17240,michael@ward.org,/cart,2024-09-06 00:17:02,432
S17243,,/products/category/electronics,2025-04-04 09:51:37,360
S17244,bmiranda@gmail.com,/login,2024-08-02 22:20:59,135
S17243,bmiranda@gmail.com,/blog,2024-08-26 01:52:33,430
S17246,william.prince92@gmail.com,/products/category/electronics,2024-08-05 22:30:14,112
S17107,william.prince92@gmail.com,/products/category/books,2024-11-15 21:31:48,154
S17432,william.prince92@gmail.com,/products/item/3268,2024-12-22 03:14:31,514
S17249,belinda_erickson@yahoo.com,/login,2024-11-24 20:50:35,314
S17390,belinda_erickson@yahoo.com,/blog,2025-03-19 13:40:34,394
S17251,JENNIFER50@EXAMPLE.ORG,/products,2024-10-16 23:00:27,121
S17138,jennifer50@example.org,/login,2024-08-27 04:55:10,221
S17253,troy@blake.com,/products/category/books,2025-04-24 00:37:03,322
S17322,troy@blake.com,/checkout,2024-11-29 04:53:59,142
S17255,andrew.castillo82@yahoo.com,/search?q=yard+air,2024-12-02 18:11:16,373
S17447,andrew.castillo82@yahoo.com,/account/orders,2024-07-07 03:45:40,102
S17257,criddle@yahoo.com,/support,2024-08-01 00:32:12,79
S17327,criddle@yahoo.com,/products/category/books,2024-12-31 17:46:46,590
S17551,criddle@yahoo.com,/search?q=behavior+chair,2025-01-07 04:36:55,99
S17257,criddle@yahoo.com,/faq,2024-06-09 11:24:25,246
S17261,randall.yates93@hotmail.com,/contact-us,2024-10-17 00:44:07,494
S17085,randall.yates93@hotmail.com,/search?q=third+be,2024-06-24 08:58:47,84
S17263,randall.yates93@hotmail.com,/signup,2025-04-03 11:32:30,213
S17262,randall.yates93@hotmail.com,/blog,2024-07-08 21:49:09,103
S17165,randall.yates93@hotmail.com,/products/item/9482,2025-05-10 01:39:17,131
S17563,randall.yates93@hotmail.com,/products/category/electronics,2024-11-15 05:37:10,553
S17267,STEPHANIE@BARNES.COM,/checkout,2025-03-06 09:50:30,348
S17147,stephanie@barnes.com,/products,2024-08-03 22:22:34,347
S17167,stephanie@barnes.com,/blog,2024-07-24 14:39:03,108
S17270,jennifer_moore@yahoo.com,/blog/article/325,2025-03-27 05:45:58,486
S17271,mr..mathis88@yahoo.com,/account/profile,2025-04-25 01:11:11,278
S17272,christopher.king@hotmail.com,/faq,2024-11-09 14:36:04,86
S17477,christopher.king@hotmail.com,/support,2024-07-13 17:32:56,301
S17732,christopher.king@hotmail.com,/about-us,2024-06-05 11:20:14,201
S17089,christopher.king@hotmail.com,/account/profile,2025-05-15 11:46:04,331
S17276,linda.kaufman98@hotmail.com,/blog/article/346,2024-12-30 15:31:56,316
S17277,samantha.day@yahoo.com,/blog/article/327,2024-07-14 19:08:14,348
S17587,samantha.day@yahoo.com,/products/category/books,2025-04-29 03:48:03,210
S17279,susan18@erica74@example.org,/faq,2025-04-15 03:55:54,255
S17279,susan18@erica74@example.org,/faq,2025-03-03 13:48:39,509
S17281,karen23@zjackson@example.org,/products,2024-11-26 20:56:30,352
S17282,jackson.clarke59@yahoo.com,/products/item/7153,2024-06-25 10:14:38,387
S17177,jackson.clarke59@yahoo.com,/signup,2025-03-23 12:53:31,330
S17492,jackson.clarke59@yahoo.com,/faq,2025-03-30 18:16:32,363
S17285,jennifer.robinson78@yahoo.com,/checkout,2024-05-21 10:35:09,333
S17285,jennifer.robinson78@yahoo.com,/contact-us,2024-06-18 15:09:34,86
S17287,daniel.jones66@hotmail.com,/support,2024-09-17 19:06:26,246
S17607,daniel.jones66@hotmail.com,/products,2025-04-26 09:50:00,266
S17223,daniel.jones66@hotmail.com,/signup,2024-06-10 22:23:45,38
S17287,daniel.jones66@hotmail.com,/about-us,2024-12-14 17:43:14,594
S17291,bradley.thompson4@yahoo.com,/faq,2025-01-05 06:49:14,229
S17292,,/account/orders,2024-12-16 11:34:06,594
S17293,jacob.sanders@gmail.com,/login,2024-07-03 15:43:26,119
S17782,jacob.sanders@gmail.com,/products/item/8159,2025-03-26 15:57:13,442
S17295,cody29@prichardson@example.com,/account/orders,2024-07-21 07:25:27,483
S17294,cody29@prichardson@example.com,/cart,2025-01-29 10:52:17,405
S17297,cody29@prichardson@example.com,/products,2025-03-07 19:03:30,439
S17099,cody29@prichardson@example.com,/contact-us,2024-07-21 00:19:21,179
S17299,peter.greer62@hotmail.com,/products/item/6377,2024-09-19 20:04:56,415
S17165,peter.greer62@hotmail.com,/products/item/8421,2025-01-03 14:09:22,182
S17231,peter.greer62@hotmail.com,/login,2025-04-10 06:24:13,397
S17802,peter.greer62@hotmail.com,/blog/article/75,2024-09-22 16:30:06,316
S17303,lisa.robinson86@gmail.com,/cart,2025-01-15 13:53:37,468
S17303,lisa.robinson86@gmail.com,/account/profile,2024-12-25 03:46:32,240
S17387,lisa.robinson86@gmail.com,/signup,2024-11-13 02:32:49,242
S17387,lisa.robinson86@gmail.com,/cart,2025-05-15 05:25:28,14
S17532,lisa.robinson86@gmail.com,/about-us,2025-03-19 21:43:03,121
S17817,lisa.robinson86@gmail.com,/account/orders,2025-04-24 19:44:26,523
S17480,lisa.robinson86@gmail.com,/account/orders,2024-10-18 18:28:12,283
S17822,LISA.ROBINSON86@GMAIL.COM,/blog,2025-04-06 17:25:13,373
S17311,scott_cole@gmail.com,/faq,2025-05-11 09:30:24,192
S17827,scott_cole@gmail.com,/blog/article/99,2024-06-17 19:33:07,397
S17427,scott_cole@gmail.com,/support,2024-11-06 12:17:48,189
S17197,scott_cole@gmail.com,/cart,2025-03-08 05:18:22,196
S17315,scott_cole@gmail.com,/account/orders,2024-11-22 11:00:04,298
S17402,scott_cole@gmail.com,/account/orders,2025-03-27 21:04:09,192
S17317,micheal.morgan1@gmail.com,/faq,2024-09-03 16:45:49,231
S17141,micheal.morgan1@gmail.com,/products/category/electronics,2025-03-26 06:46:21,246
S17319,jennifer.lewis17@gmail.com,/contact-us,2024-09-18 04:00:56,90
S17247,jennifer.lewis17@gmail.com,/signup,2025-01-31 19:32:49,211
S17321,rhonda.watkins@gmail.com,/blog/article/423,2024-07-14 18:48:41,326
S17498,rhonda.watkins@gmail.com,/login,2025-01-05 09:20:44,280
S17323,rhonda.watkins@gmail.com,/support,2025-01-20 12:32:50,505
S17234,rhonda.watkins@gmail.com,/products/item/3130,2024-07-12 18:14:30,146
S17323,rhonda.watkins@gmail.com,/account/profile,2025-02-12 20:40:16,497
S17145,rhonda.watkins@gmail.com,/account/orders,2024-10-23 03:39:47,113
S17327,anna.johnson17@yahoo.com,/blog,2025-01-31 16:13:15,366
S17507,anna.johnson17@yahoo.com,/products/category/books,2025-02-25 09:25:48,282
S17447,anna.johnson17@yahoo.com,/account/profile,2025-01-15 07:38:57,80
S17572,anna.johnson17@yahoo.com,/login,2025-05-11 16:51:38,374
