order_id,cust_email,product_name,order_date,order_value,shipping_address
213,ACOX@GMAIL.COM,Keyboard,2024-08-21,70.91,98152 Richard Keys
214,david.pena31@yahoo.com,Smartwatch,2025-05-06,167.34,0700 John Meadow
215,jphillips@gmail.com,Keyboard,2024-10-08,132.45,117 Brent Pine Apt. 733
216,daniel@luna.com,Monitor,2024-03-04,470.34,746 Christopher Port Apt. 361
217,david.barrett90@hotmail.com,Keyboard,2023-11-19,56.45,2971 Margaret Dam Suite 293
218,jasmine@pearson-morton.biz,External Hard Drive,2025-05-14,219.92,13800 Ronald Isle
219,paul.acosta@hotmail.com,USB Hub,2024-05-14,37.87,302 Lewis Junction Apt. 394
220,keith@anderson-ross.com,Printer,2023-08-04,90.27,36324 Clark Meadow Apt. 971
221,stacey.weber52@yahoo.com,Desk Chair,2023-08-25,117.73,972 Tyrone Cove Apt. 742
222,shannon@morris-hernandez.com,Tablet,2024-11-17,375.13,456 Jeremy Garden Apt. 979
223,melissa.hampton@yahoo.com,Laptop,2023-12-01,1815.54,8808 Fowler Ranch
224,amoore@gmail.com,USB Hub,2023-11-16,51.59,813 Johnson Heights Apt. 739
225,amy@weber-hogan.com,Smartwatch,2024-11-02,139.73,618 Parker Drives
226,michael.mckee@gmail.com,Webcam,2023-11-20,88.81,8369 Berry Union Apt. 157
227,ashley.scott@hotmail.com,Desk Chair,2025-01-21,345.52,4734 Kelly Walk
228,cristina@cooper.com,USB Hub,2025-04-18,39.28,40496 Gonzalez Cliff
229,monica.small14@hotmail.com,Monitor,2024-11-30,583.81,657 Chelsea Vista Apt. 977
230,boydhannah@example.org,Keyboard,2024-02-02,119.03,96323 Tara Parkway
231,eric41@terri48@example.net,Printer,2023-06-17,393.63,83182 Nicole Spur Apt. 254
232,antonio.carpenter27@hotmail.com,Webcam,2023-06-16,95.59,01730 Edwards Lakes
233,scott.wilcox33@hotmail.com,Laptop,2024-10-19,1593.11,94491 Brett Shore Apt. 128
234,VICTOR@HERNANDEZ-FLORES.COM,Printer,2025-02-05,349.87,5516 William Extension Suite 451
235,maynardheather@example.com,Smartwatch,2023-12-29,172.93,6257 Wright Shore
236,tara.arnold86@yahoo.com,Webcam,2023-07-13,112.43,831 Elizabeth Cliff
237,gregory@dillon.net,Tablet,2024-01-03,566.35,4228 Gary Wells Suite 786
238,jon.turner@gmail.com,Desk Chair,2023-11-28,339.15,4462 Rachel Fords Apt. 210
239,michael45@kimberly99@example.com,Tablet,2025-03-21,621.87,2507 Jennifer Streets
240,krista50@robertscott@example.org,Software License,2024-12-25,147.03,50605 Howard Dale
241,julie_castaneda@gmail.com,External Hard Drive,2024-06-28,121.03,510 Jackson Glen
242,jhughes@gmail.com,Laptop,2023-10-05,1356.89,2647 Samuel Drive Apt. 780
243,xmartin@example.com,Desk Chair,2025-02-17,228.87,18009 Hernandez Rapids
244,cristina@cooper.com,External Hard Drive,2024-02-05,242.01,82864 Colon Grove Apt. 227
245,ajordan@gmail.com,Webcam,2024-07-21,103.68,014 Jennifer Parkways Apt. 218
246,ryan68@danielblackburn@example.com,Laptop,2024-04-15,1175.0,5701 Brennan Rapid Suite 933
247,jeremy.garcia74@yahoo.com,Headphones,2025-03-20,95.86,83979 Flynn Courts
248,jacqueline98@david07@example.com,Smartphone,2023-07-21,338.58,419 Dillon Highway
249,susan.bradley@yahoo.com,Smartphone,2023-12-10,597.35,08560 Hale Court Apt. 435
250,linda.kaufman98@hotmail.com,External Hard Drive,2025-04-06,247.6,99819 Stone Shore Apt. 101
251,DHILL@HOTMAIL.COM,Desk Chair,2024-08-16,352.6,08736 Douglas Forge
252,zrodriguez@example.org,Printer,2023-06-29,274.3,2361 Davis Key
253,karen.clements70@hotmail.com,Gaming Console,2024-12-24,468.43,20025 Murray Green
254,meganschneider@example.org,Smartwatch,2023-06-15,261.71,12721 Melissa Keys
255,robertjackson@example.net,Keyboard,2024-07-04,104.29,58000 Cassandra Stream
256,ecooper@example.org,Smartphone,2025-05-15,726.78,1807 David Shores Suite 194
257,garrett.hill30@hotmail.com,Webcam,2025-01-20,85.42,6713 Matthew Ramp Suite 632
258,gbrown@gmail.com,Monitor,2023-11-10,558.03,26995 Herrera Rue
259,rachael@delacruz.com,Desk Chair,2023-09-30,380.38,6519 Barnett Corners
260,erica04@example.org,Webcam,2024-08-28,85.98,767 Denise Green
261,jhughes@gmail.com,External Hard Drive,2023-11-28,241.68,2973 Price Pass
262,benjamin@wood.com,Laptop,2024-11-20,1253.43,537 Bell Greens Suite 787
263,paul.henson24@gmail.com,Printer,2023-12-07,180.88,7965 Ward Meadows
264,dhill@hotmail.com,Smartwatch,2024-01-27,347.59,449 Miller Center Suite 915
265,jacob.hall@yahoo.com,Headphones,2023-08-01,106.95,17705 Noah Prairie Apt. 943
266,diana.solomon@gmail.com,Webcam,2025-01-18,54.18,7240 Garrett Street
267,jessica.carr54@gmail.com,Keyboard,2025-02-25,118.19,94520 Owen Lane
268,lstanley@gmail.com,Webcam,2024-08-28,62.83,31781 David Mountains
269,mr..rodriguez86@gmail.com,Smartwatch,2025-04-27,201.0,91830 Angela Underpass Apt. 571
270,ssmith@gmail.com,Smartphone,2023-08-05,399.57,5380 Mark Trail
271,jamie.harrington34@gmail.com,Webcam,2023-12-24,30.77,44790 Derrick Fall Apt. 347
272,karen23@zjackson@example.org,External Hard Drive,2024-11-19,220.28,18578 Miller Courts
273,colin.smith34@hotmail.com,Printer,2025-04-13,111.03,2300 Sutton Streets Apt. 036
274,MASON@ALLEN.COM,Mouse,2024-02-11,48.04,862 William Ridges
275,alexander.crawford@gmail.com,USB Hub,2024-05-17,29.91,32342 Maurice Rapid
276,kelly.conner@gmail.com,External Hard Drive,2024-11-09,144.79,4314 Patrick Drive
277,kimberly.ross87@hotmail.com,Mouse,2025-04-28,33.32,6071 Day Station Apt. 564
278,dennis@clay-meyers.com,Gaming Console,2023-12-14,403.36,87295 Robert Creek
279,leslie.russo42@gmail.com,Gaming Console,2024-09-12,437.5,92410 Matthew Islands
280,thomas42@example.com,USB Hub,2024-08-31,38.11,626 Cunningham Flats
281,joseph67@pandrews@example.com,Keyboard,2024-10-12,62.6,3898 Matthew Wells
282,tracy.roth46@gmail.com,Keyboard,2025-05-01,127.91,23885 Joseph Corners
283,patricia_diaz@hotmail.com,Webcam,2024-09-19,79.05,5169 Andrew Flats
284,RACHELANDERSON@EXAMPLE.NET,Smartphone,2025-02-02,493.28,0083 Moore Hill
285,stacey.roberts72@gmail.com,Desk Chair,2024-06-07,323.38,375 Evan Village
286,kristin_brown@hotmail.com,Monitor,2023-12-03,311.42,0687 Cochran Burg
287,kayla.dixon26@hotmail.com,Tablet,2024-07-16,212.05,256 Ryan Avenue Suite 400
288,sabrina.ward@yahoo.com,USB Hub,2023-05-31,49.91,2620 Michele Burg
289,tiffany_perkins@hotmail.com,Printer,2024-06-15,155.67,148 Aaron Village
290,john_wright2@hotmail.com,Smartphone,2024-08-04,901.41,51583 Sarah Hollow
291,sharon17@example.org,Router,2024-07-14,218.68,20511 Byrd Estates Apt. 936
292,bethany.berg@yahoo.com,Gaming Console,2024-03-07,559.16,6267 Jacobs Lakes Suite 457
293,joshua_allen39@yahoo.com,Headphones,2024-01-17,124.14,7305 Powell Pass Apt. 235
294,raymond.mckinney@yahoo.com,Mouse,2023-08-04,38.76,8371 Stacy Hill
295,TAYLOR@REYES.COM,Gaming Console,2024-06-11,420.51,246 Edwards Pike
296,krista@sloan-lynch.com,USB Hub,2023-10-21,40.35,59933 Franco Plaza
297,albert.hernandez@yahoo.com,Router,2023-11-05,103.05,626 Robinson Mountains Apt. 164
298,timothy_garza@gmail.com,Router,2024-07-23,218.31,2540 Sanchez Ways Suite 966
299,rconner@yahoo.com,Laptop,2024-07-09,1906.37,56772 Daniel Keys
300,twoods@example.com,Tablet,2023-12-04,652.73,43519 Thompson Square Suite 880
301,alexis.graves@hotmail.com,Software License,2024-08-27,271.76,90021 Daniels Park
302,BRIAN12@WRIGHTJESSE@EXAMPLE.NET,Smartphone,2024-11-27,489.03,67352 Nicole Stream
303,tsmith@gmail.com,Monitor,2024-02-19,448.07,37649 Travis Summit Apt. 518
304,richard_faulkner47@gmail.com,Software License,2023-07-23,384.92,50840 Eric Views
305,debra_barton8@gmail.com,Router,2024-06-15,73.18,19407 Smith Street Apt. 741
306,monica.thompson51@yahoo.com,Webcam,2024-08-29,43.69,39237 Walter Throughway
307,rmiller@yahoo.com,Keyboard,2024-04-06,87.99,34866 Gregory Island
308,renee.wheeler97@yahoo.com,Smartwatch,2025-02-04,283.12,8313 Green Lane
309,donna.roberts@gmail.com,Desk Chair,2024-06-09,385.83,9264 Ashley Plain Apt. 518
310,thomas@moore.net,Software License,2024-09-30,466.33,3702 Shannon Gateway Suite 681
311,diana_hawkins@hotmail.com,Laptop,2023-05-30,822.17,39506 Fisher Manor
312,megan.rosario10@yahoo.com,Gaming Console,2023-11-17,403.64,3256 Kenneth Harbor
313,stephanie.suarez44@gmail.com,Router,2024-01-11,60.63,3242 Thomas Station Apt. 642
314,isaiah.mcdowell44@hotmail.com,Laptop,2024-01-09,2257.05,9750 Wallace Ranch
315,courtney.villarreal55@yahoo.com,USB Hub,2023-08-23,29.75,6158 James Junction
316,MATHEW_JOHNSON@HOTMAIL.COM,Tablet,2024-11-01,737.97,858 Sonya Camp
317,brandi.baker@gmail.com,Smartphone,2025-01-07,858.44,0900 Paul Club Suite 799
318,mark.parks32@gmail.com,Software License,2025-03-24,74.29,73447 Eric Squares Suite 411
319,jharding@gmail.com,Headphones,2024-06-16,186.96,72364 Cook Bypass
320,giii@hotmail.com,Headphones,2023-11-12,214.43,6892 Mcdaniel Bridge
321,BETHANY@MYERS-CARTER.COM,Mouse,2023-11-16,50.76,55038 Grant Skyway Suite 064
322,paul.acosta@hotmail.com,Smartwatch,2024-05-29,401.91,7874 Shari Rest
323,kyle30@example.com,Laptop,2024-04-25,1824.87,1997 Moyer Orchard Suite 266
324,hannah.sullivan36@gmail.com,Router,2023-06-02,197.97,3479 Sarah Fall Suite 494
325,dr..petersen52@gmail.com,Gaming Console,2025-04-21,418.61,908 Garcia Shore Apt. 571
326,christopher@manning-gonzalez.com,Gaming Console,2023-10-27,364.6,282 Henderson Junctions Apt. 458
327,BRADFORDBRIAN@EXAMPLE.NET,USB Hub,2024-11-20,46.04,5788 Angela Ridge
328,kelly99@ryan27@example.org,Software License,2024-12-31,190.46,7750 Newman Stream Apt. 058
329,allen74@kochwhitney@example.org,Keyboard,2025-04-21,106.97,475 Erik Crescent Suite 571
330,brandon@esparza-thomas.info,Webcam,2024-02-29,110.21,3236 Gonzales Path
331,RYAN18@JENSENMEGHAN@EXAMPLE.NET,Software License,2023-07-14,459.75,212 Bennett Tunnel
332,JULIA.MORALES@GMAIL.COM,Tablet,2024-07-04,699.09,56918 Houston Road
333,javier_lewis@gmail.com,Monitor,2023-12-11,301.79,3839 Charles Branch
334,djones@yahoo.com,Software License,2024-09-04,187.08,5736 Brandy Heights Apt. 823
335,mary22@vpaul@example.com,Mouse,2025-05-09,32.27,15615 Richard Springs Apt. 804
336,justin.cowan66@yahoo.com,Gaming Console,2023-07-01,531.25,92885 Thompson Lakes Apt. 717
337,LAUREN_NEWTON@HOTMAIL.COM,Smartphone,2024-09-02,989.28,340 Ramirez Field
338,leslie55@lauralove@example.org,Smartwatch,2023-12-19,174.14,0070 Thomas Alley
339,ruth.tran@yahoo.com,Webcam,2023-11-04,82.21,84143 Hansen Place Suite 350
340,CHRISTINE@BREWER-RICHARDS.COM,Webcam,2024-03-10,67.04,809 Ballard Fall Suite 628
341,diana.bolton@yahoo.com,Webcam,2023-11-12,49.8,10997 Smith Ferry
342,jay_murphy16@gmail.com,Keyboard,2023-07-09,46.3,7707 Tammy Springs Apt. 800
343,ryan.newman44@yahoo.com,Router,2024-10-04,116.02,58489 Linda Forks
344,johnny@edwards.com,Headphones,2024-12-18,163.09,882 James Unions
345,emma.sullivan88@yahoo.com,Printer,2023-08-23,313.86,07668 Burke Vista
346,gutierrezerin@example.net,External Hard Drive,2025-02-19,161.95,09192 Davis Rue Apt. 450
347,dawn_md43@yahoo.com,Gaming Console,2024-10-30,527.19,358 Melissa Rapid Apt. 090
348,diana.brown@gmail.com,Gaming Console,2024-01-15,538.13,386 Robinson Ports Suite 379
349,jmckay@yahoo.com,Mouse,2025-03-13,40.19,272 Cory Throughway
350,katherine.fields@hotmail.com,Router,2023-09-28,108.37,74797 Jacqueline Locks Suite 490
351,jonathan.nelson46@hotmail.com,Tablet,2024-02-14,599.37,883 Martinez Springs
352,megan.cobb@gmail.com,Printer,2024-10-08,302.2,8130 Wendy Meadows
353,erica.jenkins28@hotmail.com,Laptop,2024-09-14,1011.75,25479 Melanie Hollow Suite 124
354,donald_gordon@gmail.com,Laptop,2023-11-10,2457.75,47235 Riley Vista Apt. 261
355,davidgarcia@example.org,Mouse,2024-09-02,56.37,6009 Edward Views
356,brian_brown9@hotmail.com,Smartwatch,2023-07-04,152.86,939 King Vista
357,dale18@tbrown@example.com,USB Hub,2024-06-09,54.12,68660 Summers Coves
358,adrian89@richardspatricia@example.net,Printer,2023-07-01,354.67,74814 Jones Island
359,troy_bowen29@yahoo.com,External Hard Drive,2023-07-18,161.12,2327 Lauren Lakes Apt. 639
360,michael.baker45@hotmail.com,Router,2025-03-26,217.2,34717 Diane Summit Apt. 623
361,jose.mason@gmail.com,USB Hub,2024-05-04,47.6,87288 Kirsten Run
362,ediaz@hotmail.com,Desk Chair,2024-07-17,357.92,428 Thompson Village Apt. 125
363,mark.moreno@yahoo.com,Smartwatch,2024-09-13,358.92,68158 Wright Neck Apt. 152
364,kyle.thomas@hotmail.com,Software License,2024-04-24,135.03,0570 Rebecca Mills
365,abigail.ramirez@hotmail.com,Laptop,2023-11-20,1388.01,3268 Katie Crest Suite 150
366,tonya@bernard-schmitt.org,Gaming Console,2025-01-17,317.5,54892 Julia Orchard Suite 901
367,cathy13@stephanie35@example.org,External Hard Drive,2024-04-30,143.11,916 Watts Rapid
368,donna32@phunter@example.com,Gaming Console,2023-08-24,469.05,776 Brendan Valley
369,joseph.carter@gmail.com,Gaming Console,2024-11-25,361.4,099 Kelsey Village
370,andrew.miller7@hotmail.com,Router,2024-05-27,235.1,2572 Gregory Fork
371,victoria@wright.com,Software License,2024-09-08,160.5,859 Huerta Plaza
372,chelsea_oliver27@hotmail.com,Smartphone,2024-08-07,1068.11,4673 Michael Falls Apt. 082
373,heather.lowe2@yahoo.com,Headphones,2025-02-19,91.24,4100 Joshua Station Suite 108
374,patricia@horton-williams.info,Monitor,2023-07-07,274.64,9443 Kim Ports
375,tiffany.wolf35@hotmail.com,Webcam,2023-10-12,107.87,6449 Thompson Lodge Suite 886
376,michael_carpenter29@hotmail.com,Monitor,2024-02-09,374.62,8372 Carol Ridge
377,KATHERINE.LEE@HOTMAIL.COM,USB Hub,2024-06-09,51.59,2217 Benjamin Heights Suite 847
378,holly.romero19@hotmail.com,Monitor,2023-06-30,541.09,36709 Mark Lakes
379,matthew.miller@yahoo.com,Headphones,2024-06-11,172.05,114 Joseph Fall
380,KELSEY.SMITH35@YAHOO.COM,Monitor,2023-09-19,154.16,838 Jones Highway Suite 067
381,JENNIFER.MEYERS94@HOTMAIL.COM,Keyboard,2023-09-08,91.38,39442 Katie Drive Suite 037
382,melissa.allen@gmail.com,Mouse,2024-05-30,59.46,7351 Lewis Estates Suite 280
383,gregory_sanchez14@gmail.com,Mouse,2024-07-14,47.15,891 Rodgers Ranch
384,charles.brown@hotmail.com,Router,2024-05-20,102.86,1185 Jeffrey Avenue
385,matthew.torres@hotmail.com,Headphones,2024-01-01,267.8,84172 Schmidt Trafficway Apt. 222
386,belinda_erickson@yahoo.com,Smartphone,2023-05-24,714.17,194 Olson Orchard
387,veronica.floyd31@hotmail.com,Smartwatch,2024-08-06,203.82,726 Walker Path
388,patrick.carson70@gmail.com,Monitor,2025-04-17,581.23,547 Anderson Isle
389,elizabeth.sweeney@hotmail.com,Software License,2024-03-30,198.69,229 John Square
390,tmartinez@gmail.com,Smartwatch,2024-02-26,206.22,6147 Philip Shores
391,GEORGE@MORGAN.BIZ,External Hard Drive,2025-03-13,102.14,18013 Paula Crescent
392,jbailey@hotmail.com,Monitor,2024-06-24,235.47,50278 Karen Haven Suite 525
393,joanna.singleton60@gmail.com,Monitor,2024-07-04,551.96,76794 Farmer Forges
394,dr..gibson@hotmail.com,Router,2023-12-11,84.39,8338 Kathryn Cape Suite 526
395,christian.larson@yahoo.com,Desk Chair,2024-08-15,306.02,944 Gonzalez Pine
396,john.thompson89@gmail.com,Laptop,2025-03-11,1949.38,016 Vicki Glen Apt. 707
397,sroberts@yahoo.com,Laptop,2023-12-01,1282.17,6747 Butler Path Suite 994
398,dana.anderson1@hotmail.com,Router,2024-09-11,214.53,5594 Christopher Prairie
399,samuel.wolfe@gmail.com,Webcam,2025-01-20,62.56,35255 Contreras Inlet
400,james.russell@hotmail.com,External Hard Drive,2024-03-24,228.73,848 Baldwin Brooks Apt. 353
401,CARL.MCNEIL@GMAIL.COM,Router,2024-10-28,190.54,9626 Webb Fords Suite 876
402,JULIE.SHELTON@GMAIL.COM,USB Hub,2023-08-29,29.47,21966 Fleming Spur Apt. 400
